Year,Month,Type,Country,HS Code,Statistic Code,Unit Code,Description,Quantity,CIF (BAHT),Heading,heading_description,Chapter,chapter_description
2563,4,1,TH,59119010,0,KGM,Gaskets and seals (KGM),0,0,5911,#N/A,59,"COATED , LAMINATED TEXTILE FABRICS"
2563,4,1,TH,59119090,0,KGM,Other (KGM),0,577,5911,#N/A,59,"COATED , LAMINATED TEXTILE FABRICS"
2563,4,1,TH,60011000,0,KGM,â€œLong pileâ€ fabrics (KGM),0,0,6001,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60019290,0,KGM,Other (KGM),0,0,6001,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60032000,0,KGM,Of cotton (KGM),0,0,6003,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60039000,0,KGM,Other (KGM),18,12652,6003,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60041090,0,KGM,Other (KGM),0,0,6004,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60049000,0,KGM,Other (KGM),0,0,6004,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60052200,0,KGM,Dyed (KGM),0,0,6005,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60053790,0,KGM,Other (KGM),0,0,6005,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60061000,0,KGM,Of wool or fine animal hair (KGM),156,210208,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60062100,0,KGM,Unbleached or bleached (KGM),74,23337,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60062200,0,KGM,Dyed (KGM),0,0,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60063120,0,KGM,Elastic (combined with rubber threads) (KGM),0,0,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60063190,0,KGM,Other (KGM),947,502566,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60063290,0,KGM,Other (KGM),445,226682,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60064310,0,KGM,Elastic (combined with rubber threads) (KGM),0,0,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,60069000,0,KGM,Other (KGM),81,26843,6006,#N/A,60,KNITTED OR CROCHETED FABRICS
2563,4,1,TH,61013000,0,C62,Of manmade fibres (C62),0,0,6101,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61019000,0,C62,Of other textile materials (C62),0,0,6101,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61029000,0,C62,Of other textile materials (C62),0,0,6102,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61031000,0,C62,Suits (C62),1,98,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61033200,1,C62,Men's (C62),1,793,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61033200,2,C62,Boys' (C62),1,955,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61033300,1,C62,Men's (C62),4,32484,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61033990,1,C62,Men's (C62),34,27294,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61034300,1,C62,Men's (C62),1861,252990,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61034300,2,C62,Boys' (C62),130,16315,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61034900,1,C62,Men's (C62),1,2592,6103,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61041920,1,C62,Women's (C62),2,658,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61041990,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61042300,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61042900,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61043200,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61043300,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61044200,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61044300,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61044400,1,C62,Women's (C62),18,9804,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61044900,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61045200,1,C62,Women's (C62),5,2170,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61045900,1,C62,Women's (C62),5,14334,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61046200,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61046300,1,C62,Women's (C62),120,15318,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61046900,1,C62,Women's (C62),0,0,6104,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61051000,1,C62,Men's (C62),109,32453,6105,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61051000,2,C62,Boys' (C62),0,0,6105,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61052010,1,C62,Men's (C62),222,56417,6105,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61059000,1,C62,Men's (C62),0,0,6105,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61069000,1,C62,Women's (C62),8,3293,6106,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61071100,0,C62,Of cotton (C62),220,111845,6107,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61071200,0,C62,Of manmade fibres (C62),2749,1341716,6107,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61071900,0,C62,Of other textile materials (C62),0,0,6107,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61079900,0,C62,Of other textile materials (C62),0,0,6107,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61081930,0,C62,Of cotton (C62),12,1473,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61081990,0,C62,Other (C62),6,1117,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61082100,0,C62,Of cotton (C62),1,151,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61082200,0,C62,Of manmade fibres (C62),0,0,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61082900,0,C62,Of other textile materials (C62),0,0,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61083200,1,C62,Women's (C62),0,0,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61089100,0,C62,Of cotton (C62),0,0,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61089200,0,C62,Of manmade fibres (C62),0,0,6108,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61091010,0,C62,For men or boys (C62),17,58298,6109,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61091020,0,C62,For women or girls (C62),252,48545,6109,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61099010,0,C62,"For men or boys, of ramie, linen or silk (C62)",0,0,6109,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61099020,0,C62,"For men or boys, of other textile materials (C62)",397,82398,6109,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61099030,0,C62,For women or girls (C62),47,16874,6109,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61101100,0,C62,Of wool (C62),2,1067,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61101200,0,C62,Of Kashmir (cashmere) goats (C62),6,3709,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61101900,0,C62,Other (C62),10,4785,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61102000,0,C62,Of cotton (C62),12,35165,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61103000,0,C62,Of manmade fibres (C62),1,591,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61109000,0,C62,Of other textile materials (C62),16,1334,6110,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61112000,0,C62,Of cotton (C62),1,3315,6111,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61121100,0,C62,Of cotton (C62),1,326,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61121200,0,C62,Of synthetic fibres (C62),0,0,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61121900,0,C62,Of other textile materials (C62),0,0,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61123100,0,C62,Of synthetic fibres (C62),0,0,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61124190,0,C62,Other (C62),85,108865,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61124990,0,C62,Other (C62),0,0,6112,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61130010,0,KGM,Diversâ€™ suits (wetsuits) (KGM),163,415700,6113,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61130040,90,KGM,Other (KGM),0,0,6113,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61130090,90,KGM,Other (KGM),0,0,6113,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61142000,90,KGM,Other (KGM),0,0,6114,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61149090,90,KGM,Other (KGM),0,0,6114,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61151090,0,KGM,Other (KGM),2,992,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61153090,0,KGM,Other (KGM),1,738,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61159500,90,KGM,Other (KGM),4,7154,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61159600,1,KGM,"For socks, anklesocks, sockettes and the like (KGM)",23,34854,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61159900,1,KGM,"For socks, anklesocks, sockettes and the like (KGM)",0,0,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61159900,90,KGM,Other (KGM),16,6357,6115,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61161090,0,KGM,Other (KGM),0,6380,6116,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61169300,0,KGM,Of synthetic fibres (KGM),0,0,6116,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61169900,0,KGM,Of other textile materials (KGM),0,0,6116,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61171090,0,KGM,Other (KGM),0,0,6117,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61178019,0,KGM,Other (KGM),0,0,6117,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61178020,0,KGM,"Wrist bands, knee bands or ankle bands (KGM)",29,37588,6117,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61178090,0,KGM,Other (KGM),29,39109,6117,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,61179000,0,KGM,Parts (KGM),0,0,6117,#N/A,61,KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62011200,0,C62,Of cotton (C62),5,13062,6201,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62011300,0,C62,Of manmade fibres (C62),0,0,6201,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62011990,0,C62,Other (C62),0,0,6201,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62019300,0,C62,Of manmade fibres (C62),0,0,6201,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62019990,0,C62,Other (C62),0,0,6201,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62021300,0,C62,Of manmade fibres (C62),1,7315,6202,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62021990,0,C62,Other (C62),60,51883,6202,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62029300,0,C62,Of manmade fibres (C62),2,15881,6202,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62029990,0,C62,Other (C62),2,926,6202,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62031100,0,C62,Of wool or fine animal hair (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62031200,1,C62,Men's (C62),83,571447,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62031911,1,C62,Men's (C62),3,7011,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62031919,1,C62,Men's (C62),1,1367,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62031990,1,C62,Men's (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033100,0,C62,Of wool or fine animal hair (C62),63,350360,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033290,1,C62,Men's (C62),12,62908,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033290,2,C62,Boys' (C62),1,2741,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033300,1,C62,Men's (C62),2,9115,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033300,2,C62,Boys' (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033900,1,C62,Men's (C62),14,85847,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62033900,2,C62,Boys' (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034100,0,C62,Of wool or fine animal hair (C62),49,85058,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034210,1,C62,Men's (C62),15,25803,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034210,2,C62,Boys' (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034290,1,C62,Men's (C62),10,16730,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034290,2,C62,Boys' (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034300,1,C62,Men's (C62),135,25754,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034300,2,C62,Boys' (C62),0,0,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034910,1,C62,Men's (C62),4,3300,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62034990,1,C62,Men's (C62),41,30612,6203,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62041290,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62042990,1,C62,Women's (C62),4,36640,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62043100,0,C62,Of wool or fine animal hair (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62043290,1,C62,Women's (C62),5,4463,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62043300,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62043990,1,C62,Women's (C62),7,10354,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62043990,2,C62,Girls' (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62044210,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62044290,1,C62,Women's (C62),2,11864,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62044300,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62044990,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62044990,2,C62,Girls' (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62045290,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62045300,1,C62,Women's (C62),0,0,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62045990,1,C62,Women's (C62),10,167743,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62046200,1,C62,Women's (C62),2,2021,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62046300,1,C62,Women's (C62),17,14211,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62046900,1,C62,Women's (C62),6,7416,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62046900,2,C62,Girls' (C62),1,1312,6204,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62052090,1,C62,Men's (C62),21,55078,6205,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62052090,2,C62,Boys' (C62),0,0,6205,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62059010,1,C62,Men's (C62),0,0,6205,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62059099,1,C62,Men's (C62),0,0,6205,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62062000,1,C62,Women's (C62),0,0,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62062000,2,C62,Girls' (C62),2,4558,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62063010,1,C62,Women's (C62),0,0,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62063090,1,C62,Women's (C62),0,0,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62064000,1,C62,Women's (C62),0,0,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62069000,1,C62,Women's (C62),280,34410,6206,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62071900,90,C62,Other (C62),0,0,6207,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62079990,0,KGM,Other (KGM),1,706,6207,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62081900,0,C62,Of other textile materials (C62),0,0,6208,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62089290,0,KGM,Other (KGM),0,0,6208,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62089990,0,KGM,Other (KGM),1,1093,6208,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62092090,90,KGM,Other (KGM),0,0,6209,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62101011,0,KGM,"Garments used for protection from chemical substances, radiation or fire (KGM)",0,0,6210,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62101019,90,KGM,Other (KGM),0,0,6210,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62101090,0,KGM,Other (KGM),0,0,6210,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62105090,1,KGM,"Diving dress, wetsuits and similar garment (KGM)",2,3832,6210,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62105090,90,KGM,Other (KGM),0,426,6210,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62111100,0,KGM,Menâ€™s or boysâ€™ (KGM),2,18465,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62111200,0,KGM,Womenâ€™s or girlsâ€™ (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62113290,90,KGM,Other (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62113320,0,KGM,Garments used for protection from fire (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62113390,90,KGM,Other (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62113990,1,KGM,"For garments for judo, knitted or crocheted wholly or partly from the waist up (KGM)",0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62113990,90,KGM,Other (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62114290,1,KGM,"For garments for judo, knitted or crocheted wholly or partly from the waist up (KGM)",6,5148,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62114290,90,KGM,Other (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62114990,90,KGM,Other (KGM),0,0,6211,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62121019,0,KGM,Other (KGM),0,0,6212,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62121099,0,KGM,Other (KGM),0,0,6212,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62122010,0,KGM,Of cotton (KGM),0,0,6212,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
2563,4,1,TH,62122090,0,KGM,Of other textile materials (KGM),0,0,6212,#N/A,62,NOT KNITTED OR CROCHETED APPAREL & CLOTHING ACCESSORY
